id	name	serijos_nr	photo	description	client_name_id
130	F228	VE24NEM6KE	baldai/F228_87.png	<p>F228 Anthracite Titanite is the darkest colour variant in this sandstone series. It has a very authentic effect due to its large-format appearance. The warm and soft colour gradient between brown and black makes many combinations with woodgrain decors possible, including black. With strong matt-gloss effects, ST87 Mineral Ceramic replicates the striking look and feel of a ceramic tile, making it the perfect surface texture for worktops.</p>	4
131	F229	WC18MWQ3LD	baldai/F229_75.png	<p>F229 Cremona Marble has a crystal like appearance. Delicate white veins bring transparency to the decor, giving it a sophisticated look. ST75 Mineral Satin gives the decor a calm velvety look and feel, characterised by small indentations in an overall uniform surface.</p>	4
132	F235	NL54RJM6YE	baldai/F235_76.png	<p>Slate combines elegance with a rough natural finish, and can be a high-quality alternative to concrete. F235 Scivaro Slate has a black and reflective character, which feels rough and realistic thanks to ST76 Mineral Rough Matt. Due to the XL repeat, there are fewer repetitions in the decor image, which makes the reproduction look even more natural, especially on large surfaces.</p>	4
133	F237	CU13XCF7TV	baldai/F237_76.png	<p>F237 Cupria Slate is warm, elegant and natural. The copper-coloured base refines this black stone which combines well with bronze, copper or red wood tones. ST76 Mineral Rough Matt ensures that this decor also feels rough and original.</p>	4
134	F243	LQ31EJJ2KL	baldai/F243_76.png	<p>F243 Light Grey Candela Marble looks like a mixture of marble and concrete, but shows elements of a fine stone appearance, and works well on large surfaces. This is supported by the XL repeat, which minimises the repetitions in the decor image. Combinations with warm, neutral uni colours or woodgrains work well with the warm-toned veins. ST76 Mineral Rough Matt supports this natural look with a matt-rough feel.</p>	4
135	F244	GK61FKQ3FS	baldai/F244_76.png	<p>F244 Anthracite Candela Marble looks like a mixture of marble and concrete and has elements of a fine stone appearance. This diversity in character works well on large surfaces. This is supported by the XL repeat, which minimises the repetitions in the decor image. Combinations with warm, neutral uni colours or woodgrains work well with the warm-toned veins. ST76 Mineral Rough Matt supports this natural look with a matt-rough feel.</p>	4
136	F247	XE55JNH5FY	baldai/F247_76.png	<p>F247 Anthracite Mountain Basalt shows a dark and deep material character, which feels rough and original thanks to ST76 Mineral Rough Matt. A natural elegance is created in combination with dark grey tones or black.</p>	4
137	F302	JO59LRS1HV	baldai/F302_87.png	<p>F302 Ferro Bronze presents a weathered iron worktop, whose colour mix of copper and bronze creates a realistic metal character that is further enhanced by the irregular course of the decor. It works well with sand-coloured woodgrain decors. The matt and glossy elements of ST87 Mineral Ceramic add to its authenticity.</p>	4
138	F311	ZM21VMB1NJ	baldai/F311_87.png	<p>With F311 Ceramic Anthracite, the look of a ceramic worktop can be implemented in the kitchen. The warm, dark colour tone of the ceramic look is well suited for combinations with light and natural woods, as well as neutral uni colours. ST87 Mineral Ceramic gives the decor the matching finish.</p>	4
139	F323	WF24KFA6BO	baldai/F323_20.png	<p>F323 Cobra Bronze has a natural yet graphic look that catches the eye. The bronze-coloured, mother-of-pearl effect decor has a warm metallic shimmer and combines a vintage look with a modern finish. ST20 Metal Brushed enhances the metallic effect through the linear sanding in look and feel.</p>	4
140	F416	FM38FBD5OP	baldai/F416_10.png	<p>Textiles bring warmth into a room and enhance through their texture, especially in busy public areas. F416 Beige Textile offers a coarser textile look and robust surface properties. The beige colour scheme fits with classic dark wood or modern to warm-grey variants. The rough feel of textile is reproduced with ST10 Deepskin Rough.</p>	4
141	F417	EM25GOB5ET	baldai/F417_10.png	<p>Textiles bring warmth into a room and enhance through their texture, especially in busy public areas. F417 Grey Textile offers a coarser textile look and robust surface properties. The grey colour scheme fits with warm grey wood and uni colours. The rough feel of textile is reproduced with ST10 Deepskin Rough.</p>	4
142	F422	US86IND2BH	baldai/F422_10.png	<p>F422 White Linen is a light variant that is well suited to cabinet carcassing. As an alternative to white uni colours, it shows a material character that can be felt with ST10 Deepskin Rough.</p>	4
143	F424	CA13RCK2GV	baldai/F424_10.png	<p>Textiles bring warmth into a room and enhance through their texture, especially in busy public areas. F424 Brown Linen offers a fine linen look with robust properties. The colour scheme fits with warm grey woodgrain and uni colours. ST10 Deepskin Rough imitates the rough feel of linen.</p>	4
144	F433	BY35KUH1NH	baldai/F433_10.png	<p>Textiles bring warmth into a room and enhance through their texture. especially in busy public areas. F433 Anthracite Linen offers a fine linen look with robust properties. The anthracite colour scheme fits with warm grey woodgrain and uni colours. ST10 Deepskin Rough imitates the rough feel of linen.</p>	4
145	F434	WC98YBF7CI	baldai/F434_20.png	<p>F434 Cubanite Steelbrush recreates the look of circular brushed metal in a warm-grey colour tone. Exciting combinations can be achieved with grey-brown woodgrain decors. ST20 Metal Brushed gives this decor the authentic feel of finely ground metal and enhances the metallic character.</p>	4
146	F486	FS01HZD8ES	baldai/F486_76.png	<p>F486 White Sparkle Grain contains fine terrazzo stones, but also has granite elements in the decor image. These elements are emphasised by the rough feel of ST76 Mineral Rough Matt. The cool, almost blush white variations work well in combination with blue uni colours and natural wood types.</p>	4
147	F487	WW67JYI6NB	baldai/F487_76.png	<p>F487 Grey Sparkle Grain has a concrete look with small terrazzo stones replicating a modern mix of materials. ST76 Mineral Rough Matt gives it a rough matt feel. This colour scheme is cool and goes well with light woodgrains or cool grey uni colours. Accent colours are complemented by this neutral decor.</p>	4
148	F490	KL83SXX4EC	baldai/F490_76.png	<p>F490 Black Sparkle Grain looks like a dark concrete with white terrazzo stones. The use of ST76 Mineral Rough Matt gives it a robust feel and makes it an all-rounder as a worktop. It offers a strong contrast to white or more intense colours, but also combines well with black surfaces.</p>	4
149	F500	UM23MCC6MO	baldai/F500_20.png	<p>F500 Metallic Inox offers a dark, cool colour tone in the palette of uni metallic decors. Cool metallic looks are diverse and create interesting contrasts. ST20 Metal Brushed gives this decor the authentic feel of finely sanded metal.</p>	4
150	F527	WC45OQT1QW	baldai/F527_20.png	<p>F527 Golden Brushed Metal is the warm version of a sanded metal look. This is where luxury and technology come together. The golden colour tone is a good material contrast to dark, almost black wood. The linear sanding pattern of ST20 Metal Brushed perfects the reflective nature with a realistic feel.</p>	4
151	F528	GS61SAQ8EU	baldai/F528_20.png	<p>F528 Bronze Brushed Metal is the warm version of a sanded metal look. This is where luxury and technology come together. The bronze colour is a good material contrast to light woods, but is calm in terms of colour. The linear sanding pattern of ST20 Metal Brushed perfects the reflective nature with a realistic feel.</p>	4
152	F620	BF71ABY9MK	baldai/F620_87.png	<p>The special stone look of F620 Anthracite Steel Grey as a worktop offers a cool grey accent. Some larger elements show a crystalline character, giving the decor an authentic look. ST87 Mineral Ceramic livens up the decor with its matt-gloss effects and ceramic look and feel.</p>	4
153	F634	VZ76IFS2SG	baldai/F634_76.png	<p>F634 Grey Canvas has a textile look and replicates the look of felt due to the detailed fibres. The warm and soft character of the light grey decor can be an alternative to classic concrete. The rough matt touch of ST76 Mineral Rough Matt matches all materials. Its realistic character, combined with the robust properties of the surface opens up endless possibilities for use in the hospitality sector.</p>	4
154	F635	RX12HLL1HW	baldai/F635_76.png	<p>F635 Anthracite Canvas has a textile look and replicates to look of felt due to the detailed fibres. The warm and soft character of the dark grey decor can be an alternative to classic stone and concrete. The rough matt touch of ST76 Mineral Rough Matt matches all materials. Its realistic character, combined with all the robust properties of the surface opens up endless possibilities for use in the hospitality sector.</p>	4
155	F637	IB18XFK3FN	baldai/F637_10.png	<p>F637 White Chromix recreates a metallic look, but is equally reminiscent of concrete. In interior design, this character is perfect for the design of large wall surfaces, whilst in furniture design, it is often used for frontals and carcasses. The rough texture of the material is reproduced with ST10 Deepskin Rough. Matching laminate flooring is available for this decor.</p>	4
156	F638	IH96HNT2VL	baldai/F638_10.png	<p>F638 ST10 Chromix Silver recreates a plaster surface. In interior design, this character is perfect for the design of large wall surfaces, whilst in furniture design, it is often used for frontals and carcasses. The rough texture of the material is reproduced with ST10 Deepskin Rough. Matching laminate flooring is available for this decor.</p>	4
157	F676	WU02JKF5BI	baldai/F676_75.png	<p>With the F676 Sand Grey Calvia Stone, the focus is on the diagonal course of the soft sandstone look, whose neutral multicolour allows for many material combinations. The sand grey colour variant is better suited for combinations with warmer colours. ST75 Mineral Satin gives the decor a calm velvety look and feel, characterised by small indentations in the surface.</p>	4
158	F685	CT55KPY1HQ	baldai/F685_10.png	<p>A natural finish and craftsmanship are trends that are visually reflected in F685 Acapulco, and heightened by ST10 Deepskin Rough. Materials such as sisal or Viennese wickerwork – combined with green tones, plants and authentic wood effects – are on-trend and applicable in many designs. The decor has a coarse yet elegant effect in interior design.</p>	4
159	F765	NU33XUA6CK	baldai/F765_20.png	<p>F765 Silvergrey Brushed is the cool aluminium variant of a sanded metal look that is often used for classic basic elements. The cool grey colour tone offers a good technical contrast to wood. The linear sanding pattern of ST20 Metal Brushed gives the decor a visual and tactile reflective nature.</p>	4
160	F800	KC51DZL0XJ	baldai/F800_9.png	<p>With its warm grey veining, which create transitions to warm wood tones, F800 Crystal Marble has a very natural effect. The strong white base is particularly effective on large surfaces, where it displays increased authenticity due to the XL decor repeat. ST9 Smoothtouch Matt gives a classically smooth but modern matt finish.</p>	4
161	F812	CC92BIS5VV	baldai/F812_9.png	<p>F812 White Levanto Marble has a discreet, yet elegant pattern that can be used on all surfaces in furniture and interior design. This classic material has been revived in modern applications and combinations. The elegant marbling and finishes of the decor in the XL repeat provides a natural appearance and makes it suitable for large wall surfaces. ST9 Smoothtouch Matt offers an elegant, matt touch. Matching laminate flooring is available for this decor.</p>	4
162	W1000	UP34IGT7OV	baldai/W1000_9.png	<p>W1000 Premium White is opaque and looks high-quality. Its neutrality creates a contrast to natural wood. ST9 Smoothtouch Matt gives all uni colours a modern matt look and feel.', 'W1000 Premium White is opaque and looks high-quality. Its neutrality creates a contrast to natural wood. It is combined with ST19 Deepskin Excellent. This effect of an opaque white lacquered, elegant woodgrain creates a natural finish. This is a popular trend used for large spaces and in furniture design.', 'W1000 Premium White is opaque and looks high-quality. Its neutrality creates a contrast to natural wood. It is combined with the equally high-quality ST38 Feelwood Pinegrain. The effect of an opaque, deep-brushed pine wood painted white creates a neutral, yet natural, finish. This is a popular trend used for large spaces and in furniture design.', 'W1000 Premium White is opaque and looks high-quality. Its neutrality creates a contrast to natural wood. ST76 Mineral Rough Matt creates a rough stone feel that is not too dominant and creates an elegant textured character on white.', 'W1000 Premium White is opaque and looks high-quality. Its neutrality creates a contrast to natural wood. Combined with the STG4 Deepskin Excellent Horizontal a transverse wood look on white is created.', 'W1000 Premium White is opaque and looks high-quality. Its neutrality creates a contrast to natural wood. TM9 PerfectSense Smoothtouch Matt gives the decor a velvety matt look and feel with anti-fingerprint properties.', 'W1000 Premium White is opaque and looks high-quality. Its neutrality creates a contrast to natural wood. PM PerfectSense Premium Matt lends the uni colour a special matt quality and a unique surface. Anti-fingerprint properties perfect the look and feel of this matt uni colour surface.', 'W1001 Solid Premium White is a through-dyed laminate similar in colour to W1000 Premium White with the ST9 Smoothtouch Matt. With this laminate, furniture and interior design elements can be built with a seamless edge. It enables a high-quality finish down to the last detail. As a result, furniture elements appear to be painted over the entire surface.</p>	4
163	W1000	KI83YAW4BV	baldai/W1000_19.png	<p>W1000 Premium White is opaque and looks high-quality. Its neutrality creates a contrast to natural wood. ST9 Smoothtouch Matt gives all uni colours a modern matt look and feel.', 'W1000 Premium White is opaque and looks high-quality. Its neutrality creates a contrast to natural wood. It is combined with ST19 Deepskin Excellent. This effect of an opaque white lacquered, elegant woodgrain creates a natural finish. This is a popular trend used for large spaces and in furniture design.', 'W1000 Premium White is opaque and looks high-quality. Its neutrality creates a contrast to natural wood. It is combined with the equally high-quality ST38 Feelwood Pinegrain. The effect of an opaque, deep-brushed pine wood painted white creates a neutral, yet natural, finish. This is a popular trend used for large spaces and in furniture design.', 'W1000 Premium White is opaque and looks high-quality. Its neutrality creates a contrast to natural wood. ST76 Mineral Rough Matt creates a rough stone feel that is not too dominant and creates an elegant textured character on white.', 'W1000 Premium White is opaque and looks high-quality. Its neutrality creates a contrast to natural wood. Combined with the STG4 Deepskin Excellent Horizontal a transverse wood look on white is created.', 'W1000 Premium White is opaque and looks high-quality. Its neutrality creates a contrast to natural wood. TM9 PerfectSense Smoothtouch Matt gives the decor a velvety matt look and feel with anti-fingerprint properties.', 'W1000 Premium White is opaque and looks high-quality. Its neutrality creates a contrast to natural wood. PM PerfectSense Premium Matt lends the uni colour a special matt quality and a unique surface. Anti-fingerprint properties perfect the look and feel of this matt uni colour surface.', 'W1001 Solid Premium White is a through-dyed laminate similar in colour to W1000 Premium White with the ST9 Smoothtouch Matt. With this laminate, furniture and interior design elements can be built with a seamless edge. It enables a high-quality finish down to the last detail. As a result, furniture elements appear to be painted over the entire surface.</p>	4
164	W1000	YV97IRF7NN	baldai/W1000_38.png	<p>W1000 Premium White is opaque and looks high-quality. Its neutrality creates a contrast to natural wood. ST9 Smoothtouch Matt gives all uni colours a modern matt look and feel.', 'W1000 Premium White is opaque and looks high-quality. Its neutrality creates a contrast to natural wood. It is combined with ST19 Deepskin Excellent. This effect of an opaque white lacquered, elegant woodgrain creates a natural finish. This is a popular trend used for large spaces and in furniture design.', 'W1000 Premium White is opaque and looks high-quality. Its neutrality creates a contrast to natural wood. It is combined with the equally high-quality ST38 Feelwood Pinegrain. The effect of an opaque, deep-brushed pine wood painted white creates a neutral, yet natural, finish. This is a popular trend used for large spaces and in furniture design.', 'W1000 Premium White is opaque and looks high-quality. Its neutrality creates a contrast to natural wood. ST76 Mineral Rough Matt creates a rough stone feel that is not too dominant and creates an elegant textured character on white.', 'W1000 Premium White is opaque and looks high-quality. Its neutrality creates a contrast to natural wood. Combined with the STG4 Deepskin Excellent Horizontal a transverse wood look on white is created.', 'W1000 Premium White is opaque and looks high-quality. Its neutrality creates a contrast to natural wood. TM9 PerfectSense Smoothtouch Matt gives the decor a velvety matt look and feel with anti-fingerprint properties.', 'W1000 Premium White is opaque and looks high-quality. Its neutrality creates a contrast to natural wood. PM PerfectSense Premium Matt lends the uni colour a special matt quality and a unique surface. Anti-fingerprint properties perfect the look and feel of this matt uni colour surface.', 'W1001 Solid Premium White is a through-dyed laminate similar in colour to W1000 Premium White with the ST9 Smoothtouch Matt. With this laminate, furniture and interior design elements can be built with a seamless edge. It enables a high-quality finish down to the last detail. As a result, furniture elements appear to be painted over the entire surface.</p>	4
165	W1000	EW22OXR7AG	baldai/W1000_76.png	<p>W1000 Premium White is opaque and looks high-quality. Its neutrality creates a contrast to natural wood. ST9 Smoothtouch Matt gives all uni colours a modern matt look and feel.', 'W1000 Premium White is opaque and looks high-quality. Its neutrality creates a contrast to natural wood. It is combined with ST19 Deepskin Excellent. This effect of an opaque white lacquered, elegant woodgrain creates a natural finish. This is a popular trend used for large spaces and in furniture design.', 'W1000 Premium White is opaque and looks high-quality. Its neutrality creates a contrast to natural wood. It is combined with the equally high-quality ST38 Feelwood Pinegrain. The effect of an opaque, deep-brushed pine wood painted white creates a neutral, yet natural, finish. This is a popular trend used for large spaces and in furniture design.', 'W1000 Premium White is opaque and looks high-quality. Its neutrality creates a contrast to natural wood. ST76 Mineral Rough Matt creates a rough stone feel that is not too dominant and creates an elegant textured character on white.', 'W1000 Premium White is opaque and looks high-quality. Its neutrality creates a contrast to natural wood. Combined with the STG4 Deepskin Excellent Horizontal a transverse wood look on white is created.', 'W1000 Premium White is opaque and looks high-quality. Its neutrality creates a contrast to natural wood. TM9 PerfectSense Smoothtouch Matt gives the decor a velvety matt look and feel with anti-fingerprint properties.', 'W1000 Premium White is opaque and looks high-quality. Its neutrality creates a contrast to natural wood. PM PerfectSense Premium Matt lends the uni colour a special matt quality and a unique surface. Anti-fingerprint properties perfect the look and feel of this matt uni colour surface.', 'W1001 Solid Premium White is a through-dyed laminate similar in colour to W1000 Premium White with the ST9 Smoothtouch Matt. With this laminate, furniture and interior design elements can be built with a seamless edge. It enables a high-quality finish down to the last detail. As a result, furniture elements appear to be painted over the entire surface.</p>	4
166	W1000	UR37NUX1WD	baldai/W1000_G4.png	<p>W1000 Premium White is opaque and looks high-quality. Its neutrality creates a contrast to natural wood. ST9 Smoothtouch Matt gives all uni colours a modern matt look and feel.', 'W1000 Premium White is opaque and looks high-quality. Its neutrality creates a contrast to natural wood. It is combined with ST19 Deepskin Excellent. This effect of an opaque white lacquered, elegant woodgrain creates a natural finish. This is a popular trend used for large spaces and in furniture design.', 'W1000 Premium White is opaque and looks high-quality. Its neutrality creates a contrast to natural wood. It is combined with the equally high-quality ST38 Feelwood Pinegrain. The effect of an opaque, deep-brushed pine wood painted white creates a neutral, yet natural, finish. This is a popular trend used for large spaces and in furniture design.', 'W1000 Premium White is opaque and looks high-quality. Its neutrality creates a contrast to natural wood. ST76 Mineral Rough Matt creates a rough stone feel that is not too dominant and creates an elegant textured character on white.', 'W1000 Premium White is opaque and looks high-quality. Its neutrality creates a contrast to natural wood. Combined with the STG4 Deepskin Excellent Horizontal a transverse wood look on white is created.', 'W1000 Premium White is opaque and looks high-quality. Its neutrality creates a contrast to natural wood. TM9 PerfectSense Smoothtouch Matt gives the decor a velvety matt look and feel with anti-fingerprint properties.', 'W1000 Premium White is opaque and looks high-quality. Its neutrality creates a contrast to natural wood. PM PerfectSense Premium Matt lends the uni colour a special matt quality and a unique surface. Anti-fingerprint properties perfect the look and feel of this matt uni colour surface.', 'W1001 Solid Premium White is a through-dyed laminate similar in colour to W1000 Premium White with the ST9 Smoothtouch Matt. With this laminate, furniture and interior design elements can be built with a seamless edge. It enables a high-quality finish down to the last detail. As a result, furniture elements appear to be painted over the entire surface.</p>	4
167	W1000	KE62LUK1EQ	baldai/W1000_TM9.png	<p>W1000 Premium White is opaque and looks high-quality. Its neutrality creates a contrast to natural wood. ST9 Smoothtouch Matt gives all uni colours a modern matt look and feel.', 'W1000 Premium White is opaque and looks high-quality. Its neutrality creates a contrast to natural wood. It is combined with ST19 Deepskin Excellent. This effect of an opaque white lacquered, elegant woodgrain creates a natural finish. This is a popular trend used for large spaces and in furniture design.', 'W1000 Premium White is opaque and looks high-quality. Its neutrality creates a contrast to natural wood. It is combined with the equally high-quality ST38 Feelwood Pinegrain. The effect of an opaque, deep-brushed pine wood painted white creates a neutral, yet natural, finish. This is a popular trend used for large spaces and in furniture design.', 'W1000 Premium White is opaque and looks high-quality. Its neutrality creates a contrast to natural wood. ST76 Mineral Rough Matt creates a rough stone feel that is not too dominant and creates an elegant textured character on white.', 'W1000 Premium White is opaque and looks high-quality. Its neutrality creates a contrast to natural wood. Combined with the STG4 Deepskin Excellent Horizontal a transverse wood look on white is created.', 'W1000 Premium White is opaque and looks high-quality. Its neutrality creates a contrast to natural wood. TM9 PerfectSense Smoothtouch Matt gives the decor a velvety matt look and feel with anti-fingerprint properties.', 'W1000 Premium White is opaque and looks high-quality. Its neutrality creates a contrast to natural wood. PM PerfectSense Premium Matt lends the uni colour a special matt quality and a unique surface. Anti-fingerprint properties perfect the look and feel of this matt uni colour surface.', 'W1001 Solid Premium White is a through-dyed laminate similar in colour to W1000 Premium White with the ST9 Smoothtouch Matt. With this laminate, furniture and interior design elements can be built with a seamless edge. It enables a high-quality finish down to the last detail. As a result, furniture elements appear to be painted over the entire surface.</p>	4
168	W1000	TA82CCD7XH	baldai/W1000_PM.png	<p>W1000 Premium White is opaque and looks high-quality. Its neutrality creates a contrast to natural wood. ST9 Smoothtouch Matt gives all uni colours a modern matt look and feel.', 'W1000 Premium White is opaque and looks high-quality. Its neutrality creates a contrast to natural wood. It is combined with ST19 Deepskin Excellent. This effect of an opaque white lacquered, elegant woodgrain creates a natural finish. This is a popular trend used for large spaces and in furniture design.', 'W1000 Premium White is opaque and looks high-quality. Its neutrality creates a contrast to natural wood. It is combined with the equally high-quality ST38 Feelwood Pinegrain. The effect of an opaque, deep-brushed pine wood painted white creates a neutral, yet natural, finish. This is a popular trend used for large spaces and in furniture design.', 'W1000 Premium White is opaque and looks high-quality. Its neutrality creates a contrast to natural wood. ST76 Mineral Rough Matt creates a rough stone feel that is not too dominant and creates an elegant textured character on white.', 'W1000 Premium White is opaque and looks high-quality. Its neutrality creates a contrast to natural wood. Combined with the STG4 Deepskin Excellent Horizontal a transverse wood look on white is created.', 'W1000 Premium White is opaque and looks high-quality. Its neutrality creates a contrast to natural wood. TM9 PerfectSense Smoothtouch Matt gives the decor a velvety matt look and feel with anti-fingerprint properties.', 'W1000 Premium White is opaque and looks high-quality. Its neutrality creates a contrast to natural wood. PM PerfectSense Premium Matt lends the uni colour a special matt quality and a unique surface. Anti-fingerprint properties perfect the look and feel of this matt uni colour surface.', 'W1001 Solid Premium White is a through-dyed laminate similar in colour to W1000 Premium White with the ST9 Smoothtouch Matt. With this laminate, furniture and interior design elements can be built with a seamless edge. It enables a high-quality finish down to the last detail. As a result, furniture elements appear to be painted over the entire surface.</p>	4
169	W1001	YG05GMC9UR	baldai/W1001_9.png	<p>W1001 Solid Premium White is a through-dyed laminate similar in colour to W1000 Premium White with the ST9 Smoothtouch Matt. With this laminate, furniture and interior design elements can be built with a seamless edge. It enables a high-quality finish down to the last detail. As a result, furniture elements appear to be painted over the entire surface.', 'W1001 Solid Premium White is a through-dyed laminate with PG PerfectSense Premium Gloss. With this laminate, white furniture and interior design elements can be built with an almost seamless high-gloss look. It enables a high-quality finish down to the last detail. As a result, furniture elements appear to be painted over the entire surface.</p>	4
170	W1001	EG20JRL8FX	baldai/W1001_PG.png	<p>W1001 Solid Premium White is a through-dyed laminate similar in colour to W1000 Premium White with the ST9 Smoothtouch Matt. With this laminate, furniture and interior design elements can be built with a seamless edge. It enables a high-quality finish down to the last detail. As a result, furniture elements appear to be painted over the entire surface.', 'W1001 Solid Premium White is a through-dyed laminate with PG PerfectSense Premium Gloss. With this laminate, white furniture and interior design elements can be built with an almost seamless high-gloss look. It enables a high-quality finish down to the last detail. As a result, furniture elements appear to be painted over the entire surface.</p>	4
171	W1100	DV64NGU0EG	baldai/W1100_9.png	<p>W1100 Alpine White is the most neutral white in the Decorative Collection. It matches with the popular RAL Signal White, which is frequently used in interior design. Its high opacity and ST9 Smoothtouch Matt gives it an additional high value, which is particularly in demand for pure white designs.', 'W1100 Alpine White is the most neutral white in the Decorative Collection. It matches with the popular RAL Signal White, which is frequently used in interior design. Its high opacity is enhanced with the depth of PG PerfectSense Premium Gloss . The availability of this white tone in a wide variety of surfaces makes it possible to match combinations with textural contrasts.', 'W1100 Alpine White is the most neutral white in the Decorative Collection. It matches with the popular RAL Signal White, which is frequently used in interior design. Its high opacity and PM PerfectSense Premium Matt give this white a matt quality and a unique surface. Anti-fingerprint properties perfect the look and feel of this matt uni colour surface.', 'W1101 Solid Alpine White is a through-dyed laminate similar in colour to W1100 Alpine White with the matt ST9 Smoothtouch Matt. With this laminate, furniture and interior design elements can be built with a seamless edge. As a result, furniture elements appear to be painted over the entire surface.', 'W1101 Solid Alpine White is a through-dyed laminate similar in colour to W1100 Alpine White with the rough matt stone surface ST76 Mineral Rough Matt. With this laminate, furniture and interior design elements can be built with a seamless edge. This gives furniture elements the appearance of being painted over the entire surface and creates a rough stone feel.', 'W1101 Solid Alpine White is a through-dyed variant similar in colour to W1100 Alpine White. The core, which has the same colour as the surface, enables the design of furniture and interior elements with a seamless edge look. The effect of fully lacquered furniture elements ensures high quality down to the last detail. PM PerfectSense Premium Matt lacquer surface lends this white a special matt quality and a unique surface calm. Anti-fingerprint properties perfect the look and feel of this matt uni colour surface.</p>	4
172	W1100	QU61SYV5LR	baldai/W1100_PG.png	<p>W1100 Alpine White is the most neutral white in the Decorative Collection. It matches with the popular RAL Signal White, which is frequently used in interior design. Its high opacity and ST9 Smoothtouch Matt gives it an additional high value, which is particularly in demand for pure white designs.', 'W1100 Alpine White is the most neutral white in the Decorative Collection. It matches with the popular RAL Signal White, which is frequently used in interior design. Its high opacity is enhanced with the depth of PG PerfectSense Premium Gloss . The availability of this white tone in a wide variety of surfaces makes it possible to match combinations with textural contrasts.', 'W1100 Alpine White is the most neutral white in the Decorative Collection. It matches with the popular RAL Signal White, which is frequently used in interior design. Its high opacity and PM PerfectSense Premium Matt give this white a matt quality and a unique surface. Anti-fingerprint properties perfect the look and feel of this matt uni colour surface.', 'W1101 Solid Alpine White is a through-dyed laminate similar in colour to W1100 Alpine White with the matt ST9 Smoothtouch Matt. With this laminate, furniture and interior design elements can be built with a seamless edge. As a result, furniture elements appear to be painted over the entire surface.', 'W1101 Solid Alpine White is a through-dyed laminate similar in colour to W1100 Alpine White with the rough matt stone surface ST76 Mineral Rough Matt. With this laminate, furniture and interior design elements can be built with a seamless edge. This gives furniture elements the appearance of being painted over the entire surface and creates a rough stone feel.', 'W1101 Solid Alpine White is a through-dyed variant similar in colour to W1100 Alpine White. The core, which has the same colour as the surface, enables the design of furniture and interior elements with a seamless edge look. The effect of fully lacquered furniture elements ensures high quality down to the last detail. PM PerfectSense Premium Matt lacquer surface lends this white a special matt quality and a unique surface calm. Anti-fingerprint properties perfect the look and feel of this matt uni colour surface.</p>	4
173	W1100	PP56WKQ6WY	baldai/W1100_PM.png	<p>W1100 Alpine White is the most neutral white in the Decorative Collection. It matches with the popular RAL Signal White, which is frequently used in interior design. Its high opacity and ST9 Smoothtouch Matt gives it an additional high value, which is particularly in demand for pure white designs.', 'W1100 Alpine White is the most neutral white in the Decorative Collection. It matches with the popular RAL Signal White, which is frequently used in interior design. Its high opacity is enhanced with the depth of PG PerfectSense Premium Gloss . The availability of this white tone in a wide variety of surfaces makes it possible to match combinations with textural contrasts.', 'W1100 Alpine White is the most neutral white in the Decorative Collection. It matches with the popular RAL Signal White, which is frequently used in interior design. Its high opacity and PM PerfectSense Premium Matt give this white a matt quality and a unique surface. Anti-fingerprint properties perfect the look and feel of this matt uni colour surface.', 'W1101 Solid Alpine White is a through-dyed laminate similar in colour to W1100 Alpine White with the matt ST9 Smoothtouch Matt. With this laminate, furniture and interior design elements can be built with a seamless edge. As a result, furniture elements appear to be painted over the entire surface.', 'W1101 Solid Alpine White is a through-dyed laminate similar in colour to W1100 Alpine White with the rough matt stone surface ST76 Mineral Rough Matt. With this laminate, furniture and interior design elements can be built with a seamless edge. This gives furniture elements the appearance of being painted over the entire surface and creates a rough stone feel.', 'W1101 Solid Alpine White is a through-dyed variant similar in colour to W1100 Alpine White. The core, which has the same colour as the surface, enables the design of furniture and interior elements with a seamless edge look. The effect of fully lacquered furniture elements ensures high quality down to the last detail. PM PerfectSense Premium Matt lacquer surface lends this white a special matt quality and a unique surface calm. Anti-fingerprint properties perfect the look and feel of this matt uni colour surface.</p>	4
174	W1101	WG12UMW2GO	baldai/W1101_9.png	<p>W1101 Solid Alpine White is a through-dyed laminate similar in colour to W1100 Alpine White with the matt ST9 Smoothtouch Matt. With this laminate, furniture and interior design elements can be built with a seamless edge. As a result, furniture elements appear to be painted over the entire surface.', 'W1101 Solid Alpine White is a through-dyed laminate similar in colour to W1100 Alpine White with the rough matt stone surface ST76 Mineral Rough Matt. With this laminate, furniture and interior design elements can be built with a seamless edge. This gives furniture elements the appearance of being painted over the entire surface and creates a rough stone feel.', 'W1101 Solid Alpine White is a through-dyed variant similar in colour to W1100 Alpine White. The core, which has the same colour as the surface, enables the design of furniture and interior elements with a seamless edge look. The effect of fully lacquered furniture elements ensures high quality down to the last detail. PM PerfectSense Premium Matt lacquer surface lends this white a special matt quality and a unique surface calm. Anti-fingerprint properties perfect the look and feel of this matt uni colour surface.</p>	4
